sun_sign,trait_primary,trait_shadow,dominant_emotion,dominant_mood,sentiment_band,mood_trend,cosmic_mood_focus,cosmic_emotion_focus,cosmic_feeling_focus
Aries,bold,impatient,fear,Calm,negative,steady,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,love,Happy,positive,improving,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,surprise,Happy,positive,dropping,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,sadness,Calm,positive,steady,bold balance,sadness regulation,from impatient to grounded
Aries,bold,impatient,fear,Low,negative,steady,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,fear,Low,neutral,improving,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,surprise,Good,positive,steady,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,fear,Low,negative,steady,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,love,Happy,neutral,steady,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,anger,Happy,positive,dropping,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,joy,Good,positive,dropping,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,surprise,Calm,positive,steady,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,love,Low,positive,steady,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,love,Calm,positive,steady,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,joy,Good,neutral,improving,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,love,Very Sad,neutral,improving,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,sadness,Good,negative,steady,bold balance,sadness regulation,from impatient to grounded
Aries,bold,impatient,fear,Good,neutral,improving,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,surprise,Happy,negative,dropping,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,love,Low,neutral,improving,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,anger,Very Sad,neutral,dropping,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,anger,Very Sad,negative,improving,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,surprise,Low,negative,steady,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,fear,Calm,neutral,improving,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,anger,Calm,positive,dropping,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,surprise,Good,neutral,dropping,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,love,Happy,negative,steady,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,surprise,Very Sad,neutral,improving,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,love,Low,positive,steady,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,fear,Low,negative,steady,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,love,Happy,negative,improving,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,love,Low,negative,improving,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,fear,Good,neutral,improving,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,anger,Very Sad,positive,improving,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,love,Low,positive,dropping,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,fear,Low,positive,steady,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,surprise,Low,positive,steady,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,love,Low,negative,improving,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,anger,Good,negative,steady,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,love,Good,negative,dropping,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,love,Good,neutral,steady,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,fear,Good,positive,improving,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,anger,Good,neutral,improving,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,fear,Low,positive,steady,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,anger,Calm,positive,dropping,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,love,Happy,negative,improving,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,sadness,Happy,positive,steady,bold balance,sadness regulation,from impatient to grounded
Aries,bold,impatient,joy,Low,positive,steady,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,sadness,Very Sad,positive,dropping,bold balance,sadness regulation,from impatient to grounded
Aries,bold,impatient,sadness,Very Sad,neutral,improving,bold balance,sadness regulation,from impatient to grounded
Aries,bold,impatient,joy,Good,negative,improving,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,anger,Low,neutral,improving,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,sadness,Very Sad,positive,improving,bold balance,sadness regulation,from impatient to grounded
Aries,bold,impatient,surprise,Low,neutral,improving,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,joy,Happy,neutral,improving,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,fear,Calm,negative,improving,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,sadness,Very Sad,negative,dropping,bold balance,sadness regulation,from impatient to grounded
Aries,bold,impatient,anger,Low,negative,dropping,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,fear,Calm,positive,dropping,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,surprise,Low,neutral,dropping,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,love,Very Sad,positive,improving,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,anger,Happy,negative,dropping,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,joy,Very Sad,negative,improving,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,love,Very Sad,neutral,steady,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,fear,Happy,neutral,improving,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,anger,Good,negative,dropping,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,fear,Low,negative,dropping,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,love,Good,negative,improving,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,fear,Very Sad,negative,improving,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,surprise,Calm,neutral,improving,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,love,Happy,neutral,dropping,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,surprise,Good,negative,dropping,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,joy,Very Sad,neutral,steady,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,anger,Very Sad,negative,improving,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,sadness,Very Sad,positive,steady,bold balance,sadness regulation,from impatient to grounded
Aries,bold,impatient,joy,Calm,neutral,improving,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,joy,Calm,negative,dropping,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,love,Low,neutral,improving,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,joy,Happy,neutral,steady,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,anger,Good,negative,improving,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,fear,Very Sad,negative,dropping,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,sadness,Low,negative,improving,bold balance,sadness regulation,from impatient to grounded
Aries,bold,impatient,anger,Happy,positive,steady,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,fear,Low,negative,steady,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,joy,Low,negative,improving,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,fear,Calm,negative,dropping,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,anger,Calm,negative,dropping,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,love,Low,neutral,steady,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,surprise,Very Sad,negative,improving,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,surprise,Good,neutral,steady,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,joy,Good,positive,dropping,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,anger,Calm,neutral,improving,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,surprise,Good,negative,dropping,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,sadness,Calm,positive,improving,bold balance,sadness regulation,from impatient to grounded
Aries,bold,impatient,joy,Calm,neutral,steady,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,anger,Good,negative,dropping,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,joy,Happy,neutral,improving,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,fear,Good,positive,dropping,bold balance,fear regulation,from impatient to grounded
Aries,bold,impatient,joy,Very Sad,negative,improving,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,anger,Calm,negative,steady,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,anger,Low,neutral,dropping,bold balance,anger regulation,from impatient to grounded
Aries,bold,impatient,love,Happy,positive,steady,bold balance,love regulation,from impatient to grounded
Aries,bold,impatient,joy,Very Sad,positive,dropping,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,sadness,Low,positive,dropping,bold balance,sadness regulation,from impatient to grounded
Aries,bold,impatient,joy,Calm,neutral,dropping,bold balance,joy regulation,from impatient to grounded
Aries,bold,impatient,surprise,Low,neutral,improving,bold balance,surprise regulation,from impatient to grounded
Aries,bold,impatient,surprise,Happy,neutral,improving,bold balance,surprise regulation,from impatient to grounded
